"","Word","SemD_P1_U","SemD_P1_W","SemD_P2_U","SemD_P2_W","SemD_H13","ContextCount_P1_U","ContextCount_P1_W","ContextCount_P2_U","ContextCount_P2_W","ContextCount_H13","Freq"
"21884","media",1.5257784874116,2.35042189629309,1.64150522022999,2.4997036957183,1.572,3846,3846,3396,3396,3953,4.9
"21885","mediaeval",1.34868718178865,1.90971993784752,1.30772912028416,2.13538557604154,1.497,151,151,146,146,155,3.31
"21886","medial",1.20793628582742,2.24887398839517,NA,NA,1.078,40,40,NA,NA,40,2.75
"21887","median",1.32478784368287,2.2894777135685,1.36058672950192,2.37787739330783,1.184,353,353,311,311,358,3.96
"21888","medias",0.951973836866642,1.77420940879116,NA,NA,1.07,59,59,NA,NA,59,1.7
"21889","mediate",1.77190930245833,2.84215073209997,1.71760119287642,2.99396581921991,1.722,201,201,570,570,203,3.36
"21890","mediated",1.55991303805267,2.76269811690702,1.45222959046107,2.8364077519243,1.368,440,440,102,102,443,3.7
"21891","mediating",1.6874911176519,2.75917305769732,NA,NA,1.655,101,101,NA,NA,102,3.07
"21892","mediation",1.60977257360928,2.42915881333298,1.58247256856799,2.55518457629867,1.606,234,234,232,232,238,3.48
"21893","mediator",1.78533457611883,2.78358627659124,1.64209388697703,2.81028434453589,1.675,163,163,242,242,164,3.26
"21894","mediators",1.4424268708315,2.65795850786593,NA,NA,1.3,103,103,NA,NA,105,3.1
"21895","medic",1.38294658685339,1.58528500328476,1.33573953010796,1.90165680666813,1.518,55,55,121,121,56,2.78
"21896","medical",1.65275702651761,2.25697168903158,1.65178065398137,2.44883946793982,1.657,4898,4898,4248,4248,5016,4.97
"21897","medically",1.42349191054736,2.17687924268427,1.38650979167155,2.27755762005153,1.437,129,129,125,125,131,3.17
"21898","medicare",0.825208026881688,1.62628963016476,0.818739867060181,1.60565581962421,0.839,43,43,40,40,43,2.82
"21899","medication",1.36234463276418,2.14399088693974,1.37527077632188,2.30750383645836,1.353,341,341,360,360,345,3.69
"21900","medications",1.12488531342573,2.06348966418204,NA,NA,1.122,44,44,NA,NA,46,2.75
"21901","medici",0.964581670330483,1.63378803714832,0.972353995670713,1.76761154085718,1.06,54,54,53,53,54,2.82
"21902","medicinal",1.06958169526443,1.94375517108066,1.16075596458617,2.1809826138961,1.12,169,169,152,152,171,3.42
"21903","medicine",1.5089522018291,2.16915723603503,1.54253976621001,2.37460968511616,1.514,1657,1657,1756,1756,1700,4.44
"21904","medicines",1.42237301347426,2.18879446804273,NA,NA,1.42,406,406,NA,NA,413,3.79
"21905","medics",1.18552992901361,1.7112044497841,NA,NA,1.168,82,82,NA,NA,83,3.1
"21906","medieval",1.28105744318207,1.87767225154124,1.32256354331118,2.1072303807411,1.445,1605,1605,1399,1399,1635,4.39
"21907","medina",1.31919136407864,2.15038968408386,1.32330981746352,2.31005108177765,1.34,53,53,50,50,55,2.84
"21908","mediocre",1.60987745803686,2.04114062648563,1.5596742962365,2.33576565441045,1.803,152,152,147,147,158,3.25
"21909","mediocrity",1.46132021332092,1.74800333653486,1.44964832975733,2.09252264178538,1.682,88,88,94,94,90,2.98
"21910","meditate",1.12939905033245,1.41931562053367,1.21581405068984,1.7930448964789,1.163,60,60,133,133,61,2.84
"21911","meditating",1.36291618185725,1.52600703721971,NA,NA,1.412,41,41,NA,NA,42,2.75
"21912","meditation",1.14459862590234,1.59340429451012,1.21293134428363,1.93183356942829,1.222,303,303,322,322,316,3.69
"21913","meditations",1.11326653568733,1.615790832555,NA,NA,1.246,71,71,NA,NA,73,3.03
"21914","meditative",1.06435697875412,1.57706808466289,1.10592273149697,1.91771200488384,1.165,70,70,67,67,73,2.89
"21915","mediterranean",1.48387722973152,2.22487704494504,1.52323524644818,2.51806813442365,1.584,938,938,873,873,954,4.11
"21916","medium",1.89075330352647,2.63011861074902,1.90017157714152,2.83709221526479,1.932,2788,2788,2616,2616,2857,4.53
"21917","mediums",1.18864274192346,2.03587390262916,NA,NA,1.248,49,49,NA,NA,53,2.8
"21918","medley",1.62225833748856,2.0131490632986,1.55578925322244,2.29776462854509,1.781,116,116,116,116,117,3.17
"21919","medusa",1.4389821477611,1.77339502385857,1.34624054585006,1.94979716446982,1.5,41,41,43,43,42,2.77
"21920","medway",1.19409387258714,1.89972573623582,1.2181795067283,2.04942234116632,1.28,70,70,62,62,71,3.14
"21921","meek",1.57992672662625,1.75953297381049,1.54662630171293,2.05529350141588,1.736,132,132,130,130,134,3.2
"21922","meekly",1.50247022023764,1.40447508258458,1.4552461421787,2.02703418478507,1.569,153,153,146,146,155,3.23
"21923","meet",2.01396098526521,2.24853860353166,1.93561918660492,2.49106244013094,2.161,10095,10095,17528,17528,10320,5.15
"21924","meeting",1.87602150315406,2.27371746430851,1.80445329824044,2.42932375262986,1.952,10553,10553,8479,8479,10785,5.32
"21925","meetings",1.76786914542433,2.30738154244744,NA,NA,1.787,3371,3371,NA,NA,3444,4.73
"21926","meets",1.82690885795323,2.2045212774414,NA,NA,2.011,1210,1210,NA,NA,1235,4.15
"21927","meg",1.31723278016629,1.63798870835545,1.35427428516586,2.07469680693183,1.4,151,151,130,130,152,3.94
"21928","mega",1.38918109221873,1.8807353486387,1.39192279917934,2.07778885899133,1.54,228,228,219,219,231,3.32
"21929","megabyte",NA,NA,0.684352805102644,1.31226234676034,NA,NA,NA,64,64,NA,2.66
"21930","megabytes",0.753186669136957,1.41285958033305,NA,NA,0.772,44,44,NA,NA,44,2.82
"21931","megan",1.19165141415078,1.45748860921132,NA,NA,1.27,44,44,NA,NA,45,3
"21932","megawatt",NA,NA,0.882925987158291,1.67117680134142,NA,NA,NA,71,71,NA,2.28
"21933","megawatts",NA,NA,NA,NA,0.704,NA,NA,NA,NA,40,2.75
"21934","mel",1.23358429598762,1.62855543924257,1.2096126632278,1.81532359734637,1.45,238,238,225,225,240,3.54
"21935","melancholy",1.34006223618341,1.43956867087985,1.32724503883074,1.79596014080826,1.52,357,357,354,354,359,3.61
"21936","melanie",1.08356052586219,1.53673835607183,1.11748275997206,1.89671482103427,1.26,167,167,134,134,170,3.83
"21937","melbourne",1.23370011339549,1.86224814899017,1.20031425787592,2.06096806240135,1.41,255,255,242,242,265,3.55
"21938","melee",NA,NA,1.32924880430214,2.04668157971912,0.492,NA,NA,46,46,48,2.75
"21939","melissa",0.441944124843811,0.812386394155991,0.510727161703483,1.37439874883414,0.73,130,130,85,85,134,3.98
"21940","mello",0.846983553842114,1.48197364006254,0.736630533718041,1.33318937813147,0.67,53,53,51,51,54,2.87
"21941","mellon",1.01512207085688,1.77950819867766,0.91994155502793,1.79073525543849,1.08,54,54,52,52,54,2.9
"21942","mellor",1.19839650961448,1.69779532104676,1.14805673413208,1.73559995515396,1.31,246,246,231,231,251,3.79
"21943","mellors",0.855328697077708,1.15690266634149,NA,NA,0.97,47,47,NA,NA,48,2.36
"21944","mellow",1.35897869116433,1.70930780494071,1.41186374020634,1.93082274552125,1.531,204,204,279,279,206,3.37
"21945","mellowed",1.47442669602816,1.39766826534644,NA,NA,1.741,67,67,NA,NA,69,2.9
"21946","melodic",0.535529474553478,1.0743924659234,0.569731523898296,1.20337945714891,0.677,172,172,156,156,176,3.42
"21947","melodies",0.687901060206136,1.21664516187853,NA,NA,0.855,159,159,NA,NA,164,3.3
"21948","melodrama",0.981488694811476,1.48446066836037,1.00813280890594,1.77485896920627,1.128,131,131,132,132,135,3.21
"21949","melodramatic",1.31963438765878,1.56791464233475,1.32550194559954,1.96720011447122,1.463,106,106,106,106,108,3.09
"21950","melody",0.772988485468227,1.36626287452461,0.830505048840895,1.56777232694678,0.951,354,354,413,413,361,3.81
"21951","melon",1.25388386497036,1.8928227831833,1.22815494982764,1.89682122758161,1.33,123,123,170,170,123,3.31
"21952","melons",1.26555375094937,1.64034400784249,NA,NA,1.346,70,70,NA,NA,70,2.97
"21953","melrose",0.923078175571649,1.62574722894314,0.91344200391236,1.79842687538075,1.03,90,90,82,82,93,3.21
"21954","melt",1.41484895044065,2.11007293033142,1.44976040947142,2.18277532594735,1.467,487,487,1033,1033,498,3.82
"21955","melted",1.45510723139005,1.87668129621079,1.03810123498611,1.83281203942083,1.551,452,452,75,75,458,3.74
"21956","melting",1.4276608649142,2.03667751244356,1.49544344190664,2.52042289591886,1.524,449,449,223,223,457,3.79
"21957","melton",1.40789541409716,1.92941924921999,1.31448923714742,2.11107077451971,1.52,78,78,76,76,79,3.03
"21958","melts",1.20941656684035,2.06260229556829,NA,NA,1.29,87,87,NA,NA,90,3.08
"21959","melville",1.20196401223847,1.76827412163957,1.16345024558305,1.83214585651001,1.39,92,92,96,96,93,3.13
"21960","melvyn",1.24506485667492,1.55697075219588,1.23310817558749,1.65769953998108,1.37,70,70,67,67,71,2.98
"21961","member",1.8568000430466,2.37500196442906,1.94702071040075,2.58665009769756,1.925,9790,9790,15788,15788,10048,5.24
"21962","members",1.89599249268432,2.39583181661569,NA,NA,2.035,14750,14750,NA,NA,15097,5.47
"21963","membership",1.64833246551148,2.3651728355411,1.70174480024184,2.46200838743959,1.653,2896,2896,2605,2605,2987,4.72
"21964","memberships",1.56836808390264,2.25902954127057,NA,NA,1.667,49,49,NA,NA,51,2.74
"21965","membrane",1.23776878133472,2.25088783801756,1.35073199902005,2.42310217075077,1.133,397,397,466,466,400,3.95
"21966","membranes",1.20174266129219,2.25966275227327,NA,NA,1.153,218,218,NA,NA,223,3.6
"21967","memento",1.63029920231127,1.85896057297739,1.48280465201913,1.97075743931133,1.749,93,93,149,149,96,3.05
"21968","memo",1.44428507170773,1.92718597557563,1.41070142870047,2.10100635973078,1.472,187,187,233,233,191,3.53
"21969","memoir",0.978312683142997,1.45132038175155,1.24995333996459,2.02149170931033,1.495,142,142,452,452,147,3.22
"21970","memoirs",1.34236581661046,1.83453634420662,NA,NA,1.489,373,373,NA,NA,378,3.68
"21971","memorabilia",1.41521108850638,1.89150293297179,1.38106232664598,2.10193593122815,1.495,134,134,130,130,142,3.21
"21972","memorable",1.56911357452208,1.86478029257302,1.55696514601034,2.15117403679587,1.796,773,773,737,737,786,3.93
"21973","memorably",1.24373436016654,1.63894281495976,1.33256802713196,2.02558434011903,1.518,77,77,77,77,78,2.91
"21974","memoranda",1.48801709354992,2.15157204394019,NA,NA,1.507,129,129,NA,NA,132,3.2
"21975","memorandum",1.52998851023234,2.36921708711559,1.59783829047638,2.57748041932696,1.52,490,490,546,546,494,3.96
"21976","memorial",1.49579970125939,1.95464125789673,1.45794040555835,2.12946243992386,1.612,1060,1060,1056,1056,1088,4.18
"21977","memorials",1.17751913465931,1.66384623777767,NA,NA,1.364,106,106,NA,NA,109,3.16
"21978","memories",1.65524938371486,1.77149125907234,NA,NA,1.799,1966,1966,NA,NA,2002,4.42
"21979","memorise",1.48236113091582,1.85180963611828,1.57455145382599,2.2347537115894,1.549,68,68,102,102,69,2.88
"21980","memorize",NA,NA,1.46004124455639,2.04923181226491,NA,NA,NA,83,83,NA,2.75
"21981","memory",1.71096099195313,2.05814798088009,1.70805518164024,2.33060935164696,1.743,4447,4447,5404,5404,4540,4.88
"21982","memos",1.33777488048268,1.88842394304041,NA,NA,1.343,76,76,NA,NA,80,3.1
"21983","memphis",1.27075023473977,1.97929174192917,1.26582582976075,2.15579455287085,1.37,77,77,72,72,79,3.09
"21984","men",1.7338169880202,1.91806414191327,1.44421355272844,2.49279072744717,1.914,17352,17352,208,208,17642,5.59
"21985","menace",1.72991081442342,1.91549673385368,1.65427222999154,2.20315140720573,1.872,451,451,516,516,459,3.71
"21986","menacing",1.57742166523734,1.64987058052581,1.49016034831246,1.98806055552011,1.7,304,304,283,283,308,3.52
"21987","menacingly",1.460936697585,1.47474427379638,1.35729589638095,1.91747335893934,1.522,97,97,95,95,97,3.01
"21988","menagerie",1.48793107187545,1.69975898823082,1.57642895620773,2.31081246824785,1.594,45,45,43,43,45,2.75
"21989","mend",1.78131240448175,1.85095620770245,1.61078765987138,2.10893693561526,1.903,273,273,509,509,278,3.53
"21990","mended",1.43143049680207,1.40904106715362,NA,NA,1.572,134,134,NA,NA,138,3.23
"21991","mendelssohn",0.477671207103037,0.985234890670511,0.526288066172853,1.14864105472828,0.59,48,48,57,57,50,2.92
"21992","mending",1.5389405902253,1.66983354199999,NA,NA,1.644,159,159,NA,NA,161,3.27
"21993","mendip",1.21935742291775,1.92426185415996,NA,NA,1.25,41,41,NA,NA,42,2.78
"21994","menem",0.748575822779066,1.2441739516414,0.705418137246707,1.15958566909639,0.59,56,56,48,48,58,3.2
"21995","menial",1.59054153397099,2.01812433487522,1.57710377746339,2.30388211478681,1.634,102,102,104,104,103,3.05
"21996","meningitis",1.22439985956245,1.93514545660851,1.23194404623759,2.06799392699552,1.255,90,90,83,83,92,3.36
"21997","menlo",0.469592046254356,0.574402349423639,0.399675633436839,0.592694906221016,0.53,57,57,51,51,59,2.82
"21998","menopause",1.096310047175,1.77717205943177,1.09346768322484,1.91334871975841,1.085,119,119,108,108,122,3.35
"21999","mens",1.47385044820146,1.95382767359127,NA,NA,1.559,1361,1361,NA,NA,1382,3.27
"22000","menstrual",0.998793342557983,1.77676623579437,0.988826809410108,1.89538301288772,1.027,120,120,112,112,123,3.16
"22001","menstruation",0.880964572232585,1.60407821379911,0.802630166012631,1.56514999452998,0.904,77,77,64,64,78,3.15
"22002","menswear",1.07395235495418,1.44413318195554,1.12005142103867,1.52736399006933,1.011,58,58,56,56,59,2.9
"22003","ment",1.67571489461696,2.421946343478,1.79900484092545,2.78253354063585,1.69,53,53,62,62,54,2.14
"22004","mental",1.51809467542372,2.11983915824661,1.56468976684392,2.35391830333922,1.508,3008,3008,2658,2658,3052,4.76
"22005","mentality",1.63930851659175,2.04731946537449,1.59245151367783,2.25798010670461,1.817,310,310,308,308,316,3.56
"22006","mentally",1.44051785027275,2.03204964174143,1.48051834487479,2.25867875815249,1.497,1164,1164,1084,1084,1184,4.29
"22007","mention",1.91457561581698,2.07969547993352,1.93427672154341,2.654250200551,2.048,3508,3508,7689,7689,3592,4.67
"22008","mentioned",2.00392223745752,2.35870712241296,1.7958121084823,2.95088917799628,2.113,4909,4909,75,75,5004,4.84
"22009","mentioning",1.86530395378944,2.10667138736798,NA,NA,1.989,400,400,NA,NA,404,3.71
"22010","mentions",1.63949663336242,2.07362150364439,NA,NA,1.767,427,427,NA,NA,434,3.69
"22011","mentor",1.59766965195709,1.92099971649033,1.63324452605373,2.29336202068599,1.769,221,221,257,257,229,3.42
"22012","mentors",1.77766644186263,2.1097404000114,NA,NA,1.943,58,58,NA,NA,58,2.72
"22013","menu",1.32483195007949,2.14543205404565,1.35341969862541,2.3378716559693,1.302,936,936,1015,1015,956,4.2
"22014","menus",1.19030203317896,2.04867341381793,NA,NA,1.205,320,320,NA,NA,325,3.65
"22015","menzies",1.1402898762757,1.56289183951691,1.22527523902222,1.91947166193094,1.22,118,118,99,99,121,3.6
"22016","mep",1.25041370293176,1.98597187620922,1.15173463358068,1.83438317316308,1.34,84,84,124,124,85,3.01
"22017","meps",0.824696028449813,1.50244567314057,NA,NA,0.92,57,57,NA,NA,57,2.91
"22018","mer",1.37313626501786,2.38865559177967,1.40364465919475,2.7112208305468,1.36,75,75,71,71,77,2.65
"22019","mercantile",1.32454508669376,1.99261494203902,1.31902398123862,2.19466206079522,1.4,147,147,137,137,148,3.36
"22020","mercedes",1.18422694369063,1.58702711857989,1.19610650908561,1.80111247324257,1.27,405,405,362,362,413,3.78
"22021","mercenaries",1.13199781179445,1.7055683216628,NA,NA,1.252,124,124,NA,NA,126,3.22
"22022","mercenary",1.55515767768763,1.81835103713002,1.46095442559373,2.26567268723566,1.709,122,122,212,212,124,3.16
"22023","mercer",1.36564939226847,1.73675758295557,1.30134685543537,1.98977206911498,1.532,143,143,143,143,143,3.36
"22024","merchandise",1.52382905885493,2.05001504134543,1.54218242894874,2.32733501486518,1.593,190,190,188,188,196,3.4
"22025","merchandising",1.25427653375306,1.8076977374316,1.21841337912622,1.94151133367644,1.36,78,78,71,71,79,3.03
"22026","merchant",1.47969365564004,2.0250577690906,1.51048303417281,2.29525818059567,1.584,1244,1244,1753,1753,1268,4.26
"22027","merchants",1.39824851230704,1.98194120072335,NA,NA,1.519,794,794,NA,NA,802,4.02
"22028","mercia",0.87121027151435,1.59790768498658,0.827532216164127,1.70255061216293,0.93,154,154,136,136,155,3.44
"22029","mercian",0.255551368618523,0.558357513572556,NA,NA,0.258,47,47,NA,NA,48,3.14
"22030","merciful",1.36792273202142,1.56259103699019,1.31811635057278,1.9119746855223,1.425,105,105,100,100,110,3.16
"22031","mercifully",1.68524323213418,1.69744801946516,1.5292184916275,1.96533784691474,1.8,189,189,186,186,195,3.31
"22032","merciless",1.5106012479271,1.62014840017164,1.4632399517037,1.99913076056062,1.705,116,116,113,113,118,3.12
"22033","mercilessly",1.69120781423592,1.78571181976584,1.57278385112842,2.18544326499224,1.781,108,108,107,107,111,3.07
"22034","mercurial",1.47421439120199,1.79013220865038,1.42471357211034,2.08705153254894,1.653,88,88,87,87,90,2.98
"22035","mercury",1.54138238546234,2.2150697481617,1.54372426164262,2.40312822209888,1.63,481,481,457,457,493,4.05
"22036","mercy",1.64314878118581,1.84490603019893,1.60217421170338,2.16865702495138,1.747,820,820,831,831,835,4.04
"22037","mere",1.83743347814371,2.17506675467541,1.81291194979904,2.54348625124728,2.013,2910,2910,2844,2844,2952,4.53
"22038","meredith",0.995565606450562,1.14637398704336,0.926148173270101,1.49358917592066,1.11,255,255,184,184,260,4
"22039","merediths",0.623005560253522,0.593738976212859,NA,NA,0.76,68,68,NA,NA,68,1
"22040","merely",1.89147997662474,2.25004151115672,1.90594835167997,2.62310532383932,2.068,6213,6213,5596,5596,6328,4.88
"22041","merest",1.60490268058135,1.70930409211093,NA,NA,1.717,119,119,NA,NA,120,3.11
"22042","merge",1.86854343612673,2.4790186639993,1.92101408315605,2.70853420813188,1.939,435,435,989,989,447,3.73
"22043","merged",1.84556969916976,2.46892256512981,1.33621820442281,2.29759571232954,1.93,518,518,80,80,528,3.78
"22044","merger",1.38280601395801,2.12305929203826,1.3685517069711,2.15434970962476,1.378,650,650,825,825,672,4.15
"22045","mergers",1.17471238769499,1.89985654249673,NA,NA,1.167,422,422,NA,NA,430,3.86
"22046","merges",1.77787887429384,2.35793749526408,NA,NA,1.812,58,58,NA,NA,58,2.8
"22047","merging",1.87172218653955,2.54829169545432,1.76192113764041,2.79580549783964,1.895,260,260,115,115,264,3.47
"22048","meridian",1.45313760738094,1.97499755477387,1.41099613166109,2.19647171181559,1.566,57,57,63,63,59,3.01
"22049","meringue",NA,NA,1.07087460058817,1.83147987441984,NA,NA,NA,45,45,NA,2.81
"22050","merit",1.8564961202524,2.27790169832004,1.88103893566368,2.58843623736096,1.971,907,907,1754,1754,933,4.07
"22051","merited",1.76896201428633,2.06180221795304,NA,NA,1.947,103,103,NA,NA,105,3.03
"22052","merits",1.84483607145307,2.33563360155795,NA,NA,1.943,891,891,NA,NA,917,4.02
"22053","merlin",1.33821851313925,1.98410316173526,1.27426432743009,2.05923081550058,1.45,98,98,99,99,99,3.33
"22054","mermaid",1.24565928189571,1.57641232503566,1.20064206287995,1.68791407182375,1.39,59,59,85,85,59,2.96
"22055","merovingian",0.384462119727791,0.781118290732335,0.384813843292456,0.907261949973972,0.423,59,59,40,40,59,3.22
"22056","merrill",0.672983082299074,1.81632479838142,0.9274907678263,2.32522511610438,0.75,124,124,96,96,128,3.87
"22057","merrills",0.0551008854227309,0.186989265910817,NA,NA,0.13,42,42,NA,NA,43,1
"22058","merrily",1.50181677580197,1.5625125446294,1.47837379045378,1.8124638924621,1.694,113,113,113,113,116,3.22
"22059","merriment",1.59019442899003,1.66850925042675,1.59688048491426,2.13023665102453,1.71,63,63,61,61,64,2.83
