Word,SemD_P1_U,SemD_P1_W,SemD_P2_U,SemD_P2_W,SemD_H13,ContextCount_P1_U,ContextCount_P1_W,ContextCount_P2_U,ContextCount_P2_W,ContextCount_H13
aqueduct,0.765620047,1.42989532,0.863974958,1.709864251,0.858,48,48,60,60,49
aqueous,1.094572281,2.123555633,1.138023651,2.260288204,1.068,87,87,82,82,89
aquifer,,,0.642624068,1.287658926,,,,52,52,
aquifers,0.585099371,1.17668776,,,0.685,41,41,,,41
aquinas,0.898790649,1.630877583,,,0.87,46,46,,,47
aquino,0.822883651,1.299665437,0.84721282,1.270907289,0.8,79,79,70,70,80
aquitaine,0.479697172,0.958486068,0.573760136,1.27618968,0.48,185,185,132,132,185
ar,1.398188996,2.419082869,1.390078643,2.695547632,1.39,205,205,207,207,210
arab,1.109715724,1.952769229,1.243931868,2.135143092,1.12,1123,1123,1062,1062,1140
arabella,0.989675243,1.374999999,1.068345445,1.515603709,1.21,48,48,46,46,48
arabesque,,,0.953456969,2.009369121,,,,43,43,
arabia,1.105022479,1.935452987,1.185488238,2.058298021,1.048,551,551,515,515,566
arabian,1.261832876,2.09486133,1.250359074,2.207995227,1.314,182,182,170,170,185
arabic,1.321173716,2.078262384,1.329697293,2.188656169,1.292,324,324,294,294,328
arable,0.786289739,1.517469122,0.815762124,1.644444244,0.884,264,264,236,236,271
arabs,1.066018888,1.848691441,,,1.118,336,336,,,342
arafat,0.544391428,1.194782722,0.574683958,1.202754298,0.56,127,127,120,120,129
aragon,0.873856396,1.676621169,0.862036614,1.754962071,0.95,80,80,74,74,81
araminta,0.211820014,0.517853714,0.312722319,0.59994356,0.29,58,58,41,41,60
arbiter,1.647934824,2.35311421,1.733558749,2.653066493,1.725,131,131,169,169,133
arbitrage,0.540523585,1.160903489,0.606248512,1.323193895,0.429,70,70,57,57,72
arbitrarily,1.734086667,2.385236949,1.782663013,2.789131038,1.772,208,208,200,200,211
arbitrariness,1.332405405,1.771523178,1.353016372,2.138458818,1.45,45,45,46,46,46
arbitrary,1.733348628,2.363963568,1.781970708,2.698042978,1.769,837,837,794,794,850
arbitrate,,,1.530692246,2.548264768,,,,51,51,
arbitration,1.301480327,2.258699331,1.382799367,2.464926951,1.227,325,325,291,291,337
arbitrator,0.943635567,1.913365964,1.134564939,2.290840331,0.871,127,127,148,148,130
arbitrators,0.879803986,1.806847982,,,0.873,74,74,,,80
arbour,,,1.270218388,1.906077681,,,,49,49,
arbroath,0.902334758,1.590828623,0.846704907,1.692691167,1.02,50,50,52,52,54
arbuthnot,0.986882021,1.384831307,,,0.98,53,53,,,53
arc,1.603868081,2.228421008,1.611279768,2.465001422,1.749,624,624,656,656,640
arcade,1.156349545,1.93780897,1.21424842,2.096328824,1.202,239,239,295,295,243
arcades,1.043906335,1.674256598,,,1.17,101,101,,,101
arcadia,1.213485212,1.795511082,1.262117255,2.100352475,1.283,58,58,53,53,60
arcane,1.60136487,1.987355177,1.604753218,2.350835732,1.647,108,108,104,104,110
arce,,,1.002908114,1.609675224,,,,55,55,
arch,1.515085816,1.99585597,1.466303698,2.151447185,1.709,757,757,1197,1197,769
archaeological,0.977275571,1.716304023,1.033733699,1.885003102,1.013,502,502,443,443,511
archaeologist,1.138054951,1.818661164,1.054088833,1.910307095,1.12,125,125,295,295,132
archaeologists,0.953760741,1.658647174,,,0.953,230,230,,,238
archaeology,1.053747854,1.792952484,1.104509989,1.969607131,1.109,373,373,339,339,379
archaic,1.26261536,1.864955393,1.358578264,2.216906416,1.334,263,263,240,240,266
archangel,,,1.239404623,2.06279617,,,,42,42,
archbishop,0.945053583,1.598305999,1.103587581,1.936539306,1.032,798,798,732,732,820
archbishopric,0.496982973,1.009994178,0.635116729,1.399451849,0.551,43,43,40,40,46
archbishops,0.837122935,1.472547956,,,0.887,159,159,,,163
archdeacon,0.832698183,1.380864922,0.869620438,1.604448379,0.849,125,125,124,124,127
arched,1.238672798,1.630961592,1.159460877,1.996784011,1.315,423,423,244,244,429
archer,1.600444229,1.939433158,1.552693503,2.140338436,1.747,285,285,280,280,293
archers,1.165166654,1.65301208,1.096972621,1.889394844,1.203,201,201,135,135,205
archery,1.305958022,1.862214713,1.270859547,2.035447473,1.375,75,75,71,71,79
arches,1.073752723,1.819921303,,,1.193,387,387,,,395
archetypal,1.511050885,1.79197041,1.477794642,2.07308598,1.712,166,166,165,165,168
archetype,1.358601641,1.65665641,1.2589137,1.892942495,1.432,50,50,77,77,50
archibald,1.133583082,1.709910388,1.101043969,1.873167654,1.3,131,131,115,115,134
archie,1.474872853,1.887891737,1.423286886,2.034752367,1.56,157,157,145,145,162
arching,1.28994226,1.714925986,,,1.382,103,103,,,104
archipelago,1.156317213,2.002146143,1.112372941,2.10383194,1.164,122,122,115,115,123
architect,1.230484031,1.901155236,1.338118465,2.152736482,1.337,1007,1007,1366,1366,1024
architects,1.166946735,1.856634542,,,1.229,752,752,,,769
architectural,1.091836816,1.799365449,1.104251776,1.952383821,1.236,870,870,783,783,893
architecturally,0.970271656,1.681349258,0.984735251,1.811507519,1.182,63,63,62,62,64
architecture,1.243552847,2.061047237,1.225316101,2.212923527,1.341,1652,1652,1460,1460,1707
architectures,0.596293824,0.825543246,,,0.638,136,136,,,138
archival,1.113226805,2.05774758,1.099221585,2.168489789,1.126,118,118,112,112,120
archive,1.296249448,2.149242569,1.378767179,2.318055709,1.308,391,391,756,756,404
archives,1.332085119,2.122721626,,,1.395,505,505,,,520
archiving,0.878193385,1.564153582,,,0.844,46,46,,,50
archivist,1.093479132,1.787304172,1.000581638,1.940129722,1.125,46,46,73,73,47
archivists,0.680883834,1.375250327,,,0.666,51,51,,,53
archly,1.320454777,1.04722263,1.221254898,1.724613365,1.31,54,54,54,54,55
archway,1.231358394,1.47546122,1.230014492,1.762048077,1.377,151,151,180,180,152
arcs,1.236826876,2.123122778,,,1.319,113,113,,,119
arctic,1.25587472,2.103890277,1.290049277,2.23920568,1.259,473,473,419,419,486
arcy,,,1.151065815,1.699452497,,,,57,57,
ard,0.936853765,1.661955693,1.177666529,1.980988605,0.84,40,40,50,50,40
arden,1.376680319,1.916332295,1.3079254,2.066594743,1.47,74,74,84,84,77
ardent,1.576520871,1.908119422,1.560844366,2.229513276,1.805,224,224,225,225,225
ardiles,0.541298737,0.739030335,0.540959473,0.786005355,0.7,52,52,46,46,52
ardour,1.417286156,1.553655812,1.428579744,1.984141615,1.545,78,78,82,82,79
ards,0.483939241,0.860596568,0.361834259,0.724894899,0.57,73,73,65,65,75
arduous,1.675011143,2.014238198,1.629393986,2.227537346,1.859,227,227,219,219,230
are,2.118492534,2.442338042,,,2.346,71105,71105,,,73223
area,2.029936735,2.505327857,2.031896273,2.741028014,2.167,17403,17403,19232,19232,17749
areas,1.967050548,2.497255942,,,2.048,12432,12432,,,12701
arena,1.740065226,2.248792717,1.67602195,2.414080882,1.897,802,802,834,834,820
arenas,1.543767367,2.025966801,,,1.562,107,107,,,109
arens,0.550495331,1.234248878,,,0.54,44,44,,,44
arent,1.507982275,1.443601937,,,1.61,3079,3079,,,3131
argentina,1.361214622,2.127270643,1.334082792,2.225533785,1.236,552,552,497,497,565
argentinas,1.048610856,1.682329309,,,0.97,62,62,,,65
argentine,1.394977365,2.009377191,1.355897887,2.171426696,1.266,177,177,164,164,179
argentinian,1.324703637,1.831114492,1.28121556,1.972843831,1.428,136,136,153,153,141
argos,1.101081274,1.827955985,1.131763153,1.912434444,1.13,47,47,50,50,50
arguable,1.720449039,2.333453474,1.733017789,2.634102002,1.803,192,192,178,178,194
arguably,1.882358504,2.348841193,1.860279197,2.660511682,2.019,581,581,568,568,593
argue,1.871548742,2.351205697,1.915385151,2.630633718,1.941,3370,3370,8298,8298,3431
argued,1.820996648,2.373405509,,,1.958,4934,4934,,,5016
argues,1.63888094,2.199969676,,,1.688,1775,1775,,,1813
arguing,1.902949603,2.291177332,,,1.992,1460,1460,,,1483
argument,1.76923518,2.26367082,1.861879614,2.643587632,1.823,5308,5308,6233,6233,5404
argumentative,1.399772028,1.866296911,1.418336114,2.086987011,1.471,92,92,85,85,94
arguments,1.789291463,2.317360803,,,1.839,2818,2818,,,2871
argus,1.415314199,1.905704568,1.284130852,1.952495725,1.443,62,62,56,56,66
argyle,1.281985833,1.992796088,1.191694301,1.993133436,1.45,91,91,85,85,93
argyll,1.129828766,1.850015361,1.09658878,1.909722404,1.27,197,197,185,185,200
ari,0.849737932,1.481662515,,,1.04,49,49,,,50
aria,0.714580528,1.422352269,0.729624411,1.562091203,0.838,114,114,137,137,118
ariadne,1.027641638,1.285162288,0.996941161,1.554847827,1.06,69,69,55,55,69
arias,0.677648488,1.432702745,,,0.77,112,112,,,115
arid,1.45414654,2.100887411,1.481039621,2.352693618,1.505,283,283,272,272,288
ariel,0.945492617,1.872180568,0.928795439,1.961905693,0.92,91,91,81,81,91
aries,1.066242572,1.595987597,1.154163686,1.868467123,1.02,76,76,70,70,77
arise,1.904963196,2.484163525,1.993190766,2.853482028,1.954,2662,2662,6078,6078,2710
arisen,1.981351261,2.521745602,,,2.047,625,625,,,632
arises,1.842577096,2.50361459,,,1.906,1526,1526,,,1564
arising,1.916045946,2.673600397,,,1.899,1710,1710,,,1743
aristide,0.791269846,1.243693026,,,0.67,40,40,,,40
aristocracy,1.139750045,1.666716518,1.19625515,1.998755286,1.282,372,372,349,349,376
aristocrat,1.434128056,1.73207243,1.398415355,2.073138449,1.606,123,123,268,268,124
aristocratic,1.318450229,1.760290834,1.335264963,2.078389393,1.476,423,423,404,404,431
aristocrats,1.297972078,1.729473326,,,1.479,156,156,,,159
aristotelian,0.694445092,1.179673323,0.703541175,1.406222591,0.792,63,63,63,63,65
aristotle,1.055859338,1.631296164,1.064936794,1.977220771,1.11,180,180,191,191,182
aristotles,0.890541121,1.42099476,,,0.97,51,51,,,53
arithmetic,1.470236669,2.306821918,1.559803274,2.54241467,1.399,335,335,308,308,337
arithmetical,1.482960791,2.241085159,1.513477769,2.48117598,1.451,52,52,49,49,52
arizona,1.445482655,2.17386382,1.400663258,2.319773042,1.52,188,188,183,183,193
ark,1.423790537,1.880579295,1.473547958,2.226550583,1.517,171,171,169,169,178
arkansas,0.81100168,1.601425953,0.780911798,1.570316475,0.81,130,130,122,122,132
arkwright,0.905501006,1.359449877,0.999948893,1.641413173,1,63,63,53,53,64
arlington,1.264299765,2.149554747,1.1755729,2.187757409,1.33,42,42,43,43,43
arm,1.553172396,1.644411377,1.618073935,2.187427056,1.657,5413,5413,9779,9779,5530
armada,1.226274361,1.660401128,1.189293626,1.882499739,1.312,89,89,92,92,90
armagh,0.72764815,1.430295974,0.639114053,1.383864443,0.84,196,196,185,185,202
armament,1.147743931,2.032901526,1.301285106,2.162195959,1.221,76,76,200,200,77
armaments,1.29904941,1.936823974,,,1.421,139,139,,,142
armani,1.002423298,1.267449771,1.1148665,1.578332356,1.05,55,55,50,50,58
armchair,1.381870779,1.335169981,1.344617154,1.704155388,1.461,586,586,714,714,598
armchairs,1.23617463,1.335176916,,,1.293,180,180,,,182
armed,1.544837674,2.143588507,1.441379083,2.111404809,1.668,3207,3207,2207,2207,3253
armenia,0.800286161,1.49685724,0.819734086,1.506402548,0.73,153,153,148,148,156
armenian,1.005439663,1.928173173,1.061159839,1.975425431,0.909,104,104,136,136,105
armenians,0.992863605,1.815849955,,,1.004,58,58,,,58
armful,1.284489083,1.047143366,1.234234726,1.457926244,1.393,53,53,77,77,55
armies,1.080786829,1.716884132,,,1.242,673,673,,,690
arming,1.379340226,1.965422911,,,1.593,56,56,,,56
armistice,1.215334734,1.861723518,1.249508465,2.144937426,1.308,104,104,101,101,106
armitage,1.425229596,2.011440815,1.459433108,2.284128368,1.38,92,92,87,87,94
armour,1.261493307,1.81489733,1.316106765,2.103803439,1.275,596,596,549,549,609
armoured,1.225486186,1.904060606,1.232873049,2.10134485,1.303,406,406,369,369,411
armoury,1.76306839,2.22589492,1.694263622,2.513107228,1.829,185,185,195,195,187
armpit,1.181911973,1.222913368,1.150876767,1.449669878,1.359,62,62,150,150,64
armpits,1.331424866,1.425355446,,,1.447,92,92,,,95
arms,1.638665663,1.748244781,1.230544722,2.263354091,1.724,7092,7092,116,116,7243
armstrong,1.510880456,1.930949216,1.440410476,2.10806432,1.68,464,464,457,457,474
armstrongs,1.354158243,1.623775637,,,1.42,76,76,,,77
army,1.498873013,1.980455517,1.573363497,2.261158827,1.633,5543,5543,5052,5052,5630
armys,1.17088498,1.912150658,,,1.29,285,285,,,287
arnie,0.834120204,1.34126015,0.981980484,1.362316873,1.09,64,64,57,57,64
arnold,1.665158236,2.09035204,1.603729917,2.270846315,1.8,611,611,593,593,618
arnolds,1.427650528,2.029761752,,,1.52,46,46,,,46
aroma,1.231030947,1.752261906,1.262499322,1.981581517,1.243,222,222,236,236,225
aromas,,,,,1.156,,,,,50
aromatherapy,0.709273162,1.460328346,0.708374096,1.600498836,0.676,71,71,60,60,72
aromatic,1.166901782,2.056609692,1.188619966,2.182917686,1.209,203,203,200,200,210
arose,1.891172649,2.375653742,,,2.03,1369,1369,,,1390
around,1.963854959,2.096446334,1.890699748,2.466950897,2.197,26072,26072,20549,20549,26538
arousal,1.06689592,2.026835142,1.138202214,2.231725952,1.073,159,159,143,143,159
arouse,1.718123732,2.068973827,1.767555932,2.49382557,1.87,303,303,1180,1180,303
aroused,1.766823261,2.131777184,,,1.904,804,804,,,816
arouses,1.562811807,2.071394481,,,1.8,50,50,,,51
arousing,1.651738768,2.048301501,,,1.703,137,137,,,140
arp,1.250700519,1.841574901,1.342657748,2.135860619,1.41,45,45,42,42,46
arpeggio,,,0.462973567,0.995153361,,,,45,45,
arran,1.147999589,1.796357671,1.173302196,2.011107484,1.29,88,88,84,84,90
arrange,1.808478192,2.275862997,1.87294641,2.574192138,1.872,1706,1706,4940,4940,1747
arranged,1.906174758,2.247635904,1.786581707,2.391799142,2.029,3416,3416,160,160,3477
arrangement,2.021227828,2.596821468,2.011241229,2.780973537,2.025,2472,2472,5375,5375,2509
arrangements,1.95815878,2.547453757,,,1.967,3966,3966,,,4051
arranger,,,1.038247201,1.9152306,,,,47,47,
arranges,1.821399904,2.416930235,,,1.834,102,102,,,104
arranging,1.893791878,2.249676998,,,1.982,716,716,,,735
array,1.84807388,2.466212469,1.823065817,2.783105255,1.924,886,886,921,921,897
arrays,1.235396546,2.100291168,,,1.282,92,92,,,92
arrears,1.445359742,2.292088192,1.455615035,2.343611333,1.39,376,376,357,357,378
arrest,1.486068378,2.099388455,1.512267706,2.203183408,1.567,1483,1483,3284,3284,1520
arrested,1.437036519,1.965940542,1.365021193,2.625335054,1.543,2415,2415,56,56,2442
arresting,1.64176728,2.073731567,1.591985032,2.338059854,1.728,211,211,58,58,214
arrests,1.30057666,1.990157454,,,1.376,447,447,,,450
arrival,1.826083931,2.145963607,1.800713198,2.472906989,1.963,2835,2835,2849,2849,2877
arrivals,1.667470255,2.155298753,,,1.707,293,293,,,295
arrive,1.862809509,2.102804462,1.778430051,2.281129484,2.045,2383,2383,9098,9098,2426
arrived,1.74840142,1.808735338,,,1.904,6756,6756,,,6877
arrives,1.763136843,2.108691218,,,1.898,776,776,,,789
arriving,1.797310047,2.043743186,,,1.975,1336,1336,,,1350
arrogance,1.57420737,1.738839588,1.516988969,2.104417775,1.701,435,435,421,421,440
arrogant,1.511341451,1.550658863,1.439342953,1.992265809,1.549,545,545,529,529,553
arrogantly,1.51975888,1.396064655,1.45001184,1.994922647,1.489,58,58,54,54,58
arrow,1.726241278,2.400354075,1.688675944,2.601009219,1.668,604,604,855,855,617
arrowhead,,,1.516776529,2.749042269,,,,51,51,
arrows,1.584525568,2.198166434,,,1.613,412,412,,,420
arse,1.176692202,1.44260529,1.156157447,1.711395922,1.177,306,306,303,303,312
arsehole,,,1.051455195,1.419997947,,,,46,46,
arsenal,0.746422065,1.210442264,0.771346265,1.370075657,0.907,581,581,586,586,587
arsenals,0.711484352,1.289423077,,,0.84,150,150,,,151
arsenic,1.285886368,2.177764686,1.311225552,2.412763578,1.297,92,92,88,88,93
arson,1.290631361,1.885026855,1.246999676,1.902642961,1.399,227,227,218,218,229
arsonist,,,1.046354499,1.621487559,,,,69,69,
arsonists,0.978907532,1.513884936,,,1.096,55,55,,,55
art,1.401869604,1.956273379,1.597381144,2.291230482,1.585,6110,6110,6359,6359,6259
arte,0.532225879,0.984182998,0.664275272,1.299222171,0.74,49,49,80,80,49
artefact,1.236391837,2.028492521,1.346255005,2.320851802,1.265,175,175,459,459,176
artefacts,1.176108441,1.916906585,,,1.215,396,396,,,406
artemis,0.722977782,1.45840965,,,0.86,47,47,,,47
arterial,1.173435531,2.225884075,1.259004672,2.350752455,1.028,141,141,134,134,142
arteries,1.303481648,2.050522085,,,1.274,153,153,,,154
artery,1.305240049,2.278611399,1.435053373,2.328874753,1.144,184,184,290,290,185
artful,1.634149237,1.757288019,1.554144274,2.150015511,1.786,60,60,59,59,60
arthritic,1.605138934,1.80057977,1.428057227,1.889110834,1.692,87,87,88,88,89
arthritis,1.43252758,2.091093808,1.398892679,2.233986044,1.429,309,309,289,289,314
arthur,1.668048982,1.999605057,1.596838781,2.225396556,1.853,1480,1480,1401,1401,1505
arthurs,1.443008954,1.765605006,,,1.55,106,106,,,107
artichoke,,,0.798075142,1.575746714,,,,61,61,
article,1.775990353,2.331097263,1.854850029,2.631454777,1.705,3545,3545,4440,4440,3628
articled,0.904720905,1.729384748,,,0.974,52,52,,,52
articles,1.765245987,2.387592997,,,1.766,2048,2048,,,2106
articulate,1.684094414,2.07357254,1.662677683,2.455103493,1.828,534,534,900,900,544
articulated,1.659366029,2.300461523,1.710178036,2.673996941,1.726,465,465,168,168,476
articulates,1.176574298,1.783966666,,,1.261,57,57,,,58
articulating,1.4945535,2.165027393,,,1.591,99,99,,,101
articulation,1.363860726,2.158360791,1.369241089,2.439301488,1.422,258,258,249,249,262
artifact,,,1.480105579,2.491449535,,,,121,121,
artifacts,1.455210234,2.191893842,,,1.538,93,93,,,93
artifice,1.129596896,1.570197768,1.189294954,1.870190204,1.304,69,69,71,71,69
artificial,1.876595166,2.321696294,1.857309472,2.614968791,2.014,1524,1524,1429,1429,1546
artificiality,1.437230789,1.759908983,1.416846318,2.095366469,1.635,57,57,58,58,58
artificially,1.933211636,2.469948739,1.904871765,2.702554009,2.072,281,281,279,279,285
artillery,1.065515791,1.780032972,1.120499191,1.987182764,1.148,458,458,422,422,465
artisan,1.266863036,1.872715425,1.238940711,2.061127546,1.339,121,121,245,245,124
artisans,1.102022357,1.711584021,,,1.207,166,166,,,167
artist,1.109560396,1.696847958,1.287756776,2.039120462,1.236,1999,1999,2670,2670,2045
artiste,,,1.210260327,1.856312315,,,,89,89,
artistes,1.186587484,1.56887012,,,1.25,61,61,,,62
artistic,1.287648312,1.864023366,1.315625856,2.113818697,1.437,1209,1209,1115,1115,1234
artistically,1.365776181,1.762751647,1.309029619,2.046506177,1.552,86,86,83,83,87
artistry,1.365697269,1.799250579,1.446872746,2.257252097,1.543,88,88,86,86,89
artists,1.047151841,1.673173384,,,1.181,2112,2112,,,2150
artois,0.893974208,1.541887721,0.834756478,1.550376792,0.97,52,52,47,47,52
arts,1.381328644,2.024065971,0.827767302,1.687419925,1.491,2751,2751,60,60,2815
artwork,1.231449085,1.980667306,1.300160079,2.231742391,1.259,165,165,189,189,165
artworks,0.92149368,1.541596131,,,1.057,46,46,,,47
arty,1.203078339,1.395810876,1.152000735,1.608783859,1.384,76,76,70,70,78
arun,0.919728715,1.980822482,,,0.93,41,41,,,42
arundel,1.056904711,1.69157276,1.008453076,1.779361759,1.16,91,91,87,87,92
aryan,1.092318856,1.669085776,1.087772233,1.895250939,1.078,44,44,47,47,45
as,2.123379445,2.382174875,,,2.379,83639,83639,,,86161
asa,0.853743383,2.216989705,1.099298649,2.53117903,1.25,82,82,73,73,84
asb,0.525163327,1.158720172,0.545841674,1.196175298,0.54,68,68,63,63,68
asbestos,1.454445683,2.130024766,1.427041347,2.185943786,1.519,149,149,143,143,152
asc,0.659894921,1.634624557,,,0.67,45,45,,,47
ascend,1.272218426,1.834374303,1.308294641,2.009834459,1.408,113,113,268,268,117
ascendancy,1.440590374,2.004385122,1.477751838,2.325418725,1.596,180,180,170,170,183
ascendant,1.57434136,2.542641337,1.620206513,2.820672128,1.329,65,65,67,67,65
ascended,1.442138025,1.755197585,,,1.544,123,123,,,125
ascending,1.679020799,2.492439955,1.669377983,2.847330805,1.755,182,182,153,153,184
ascension,1.372308504,1.99629638,1.392415692,2.347349728,1.451,75,75,75,75,76
